drug_1,drug_2,context,label
3767,6252,KBM-7,1.0
3883,2797,KBM-7,1.0
15459,4641,KBM-7,1.0
4201,9444,KBM-7,1.0
5568,123631,KBM-7,1.0
12314839,101722515,KBM-7,1.0
38853,446156,KBM-7,1.0
3156,148124,KBM-7,1.0
3002977,5816,KBM-7,1.0
3779,60795,KBM-7,1.0
126941,2797,KBM-7,1.0
3117,11876263,KBM-7,1.0
5578,5311,KBM-7,1.0
5284513,3657,KBM-7,1.0
5816,4735,KBM-7,1.0
6442177,3779,KBM-7,1.0
39764,446156,KBM-7,1.0
40692,135398740,KBM-7,1.0
12314839,9690109,KBM-7,1.0
2708,3156,KBM-7,1.0
119182,60606,KBM-7,1.0
6178111,387447,KBM-7,1.0
4499,5816,KBM-7,1.0
6918453,6013,KBM-7,1.0
208898,5755,KBM-7,1.0
4688,9444,KBM-7,1.0
2708,33036,KBM-7,1.0
41774,40692,KBM-7,1.0
3019,3955,KBM-7,1.0
657298,12314839,KBM-7,1.0
517546,130881,KBM-7,1.0
5311,5734,KBM-7,1.0
37542,3883,KBM-7,1.0
4011,216237,KBM-7,1.0
517546,2170,KBM-7,1.0
3034034,135398743,KBM-7,1.0
38521,517546,KBM-7,1.0
5920,148124,KBM-7,1.0
2576,123631,KBM-7,1.0
2567,4173,KBM-7,1.0
5073,40692,KBM-7,1.0
135398743,441207,KBM-7,1.0
3657,104865,KBM-7,1.0
1935,9444,KBM-7,1.0
37542,5572,KBM-7,1.0
3446,3899,KBM-7,1.0
54680692,60838,KBM-7,1.0
4641,6435415,KBM-7,1.0
441300,3117,KBM-7,1.0
5311,1986,KBM-7,1.0
5073,12314839,KBM-7,1.0
517546,4197,KBM-7,1.0
104858,119182,KBM-7,1.0
56959,6252,KBM-7,1.0
5831,5816,KBM-7,1.0
6918453,5493444,KBM-7,1.0
134018,40692,KBM-7,1.0
5504,9444,KBM-7,1.0
9444,4202,KBM-7,1.0
6013,4212,KBM-7,1.0
3779,3034034,KBM-7,1.0
2771,148124,KBM-7,1.0
54684141,5816,KBM-7,1.0
2165,3019,KBM-7,1.0
13769,13342,KBM-7,1.0
6918453,4891,KBM-7,1.0
2708,4197,KBM-7,1.0
3019427,3899,KBM-7,1.0
31703,5329102,KBM-7,1.0
5493444,387447,KBM-7,1.0
165580,3034034,KBM-7,1.0
9444,2123,KBM-7,1.0
446541,9570757,KBM-7,1.0
3034010,2733,KBM-7,1.0
5493444,37392,KBM-7,1.0
5831,5311,KBM-7,1.0
5568,31703,KBM-7,1.0
6337614,11876263,KBM-7,1.0
5566,6918453,KBM-7,1.0
165580,2708,KBM-7,1.0
5291,4826,KBM-7,1.0
4641,5311181,KBM-7,1.0
4121,6918453,KBM-7,1.0
3156,2082,KBM-7,1.0
5401,456410,KBM-7,1.0
123631,135413536,KBM-7,1.0
3038,456410,KBM-7,1.0
4037,449381,KBM-7,1.0
446541,121396,KBM-7,1.0
3036780,446541,KBM-7,1.0
31703,3696,KBM-7,1.0
51634,441207,KBM-7,1.0
446541,135398743,KBM-7,1.0
3034010,6252,KBM-7,1.0
104858,148124,KBM-7,1.0
657298,60838,KBM-7,1.0
2082,4735,KBM-7,1.0
31703,3038,KBM-7,1.0
2796,394397,KBM-7,1.0
9444,1047,KBM-7,1.0
208902,10113978,KBM-7,1.0
10090750,3779,KBM-7,1.0
2708,150311,KBM-7,1.0
6442177,3034034,KBM-7,1.0
6437380,148124,KBM-7,1.0
441207,6151,KBM-7,1.0
41684,54675769,KBM-7,1.0
5831,3108,KBM-7,1.0
456410,130904,KBM-7,1.0
135413536,3117,KBM-7,1.0
446156,6100,KBM-7,1.0
54684141,3899,KBM-7,1.0
456410,135413536,KBM-7,1.0
3052,126941,KBM-7,1.0
3036780,6918453,KBM-7,1.0
5394,6442177,KBM-7,1.0
104858,13342,KBM-7,1.0
165580,3696,KBM-7,1.0
3373,119182,KBM-7,1.0
9444,2477,KBM-7,1.0
3657,13789,KBM-7,1.0
7550,446156,KBM-7,1.0
446156,4909,KBM-7,1.0
5991,9444,KBM-7,1.0
92721,31703,KBM-7,1.0
10531,37392,KBM-7,1.0
5734,148124,KBM-7,1.0
4641,5717,KBM-7,1.0
5533,31703,KBM-7,1.0
4915,5291,KBM-7,1.0
37392,33036,KBM-7,1.0
6018,5311,KBM-7,1.0
3899,3002977,KBM-7,1.0
3108,6918453,KBM-7,1.0
41774,37392,KBM-7,1.0
123631,3955,KBM-7,1.0
148124,6013,KBM-7,1.0
119570,456410,KBM-7,1.0
517546,121858,KBM-7,1.0
6337614,68911,KBM-7,1.0
4202,3117,KBM-7,1.0
446541,3406,KBM-7,1.0
4891,37392,KBM-7,1.0
4030,4211,KBM-7,1.0
135413536,91649,KBM-7,1.0
3696,441207,KBM-7,1.0
3034034,22475,KBM-7,1.0
3793,4037,KBM-7,1.0
3657,5585,KBM-7,1.0
4735,41684,KBM-7,1.0
13769,4211,KBM-7,1.0
9690109,148124,KBM-7,1.0
39764,13342,KBM-7,1.0
3446,5311,KBM-7,1.0
3019,4649,KBM-7,1.0
165580,40692,KBM-7,1.0
3519,446541,KBM-7,1.0
3034034,5426,KBM-7,1.0
60838,4909,KBM-7,1.0
394397,119182,KBM-7,1.0
3373,2082,KBM-7,1.0
5849,4641,KBM-7,1.0
37542,216239,KBM-7,1.0
5291,60753,KBM-7,1.0
216239,446541,KBM-7,1.0
119570,126941,KBM-7,1.0
4641,5831,KBM-7,1.0
5284627,37392,KBM-7,1.0
517546,60648,KBM-7,1.0
5073,4037,KBM-7,1.0
130313,446541,KBM-7,1.0
31703,51634,KBM-7,1.0
446156,5462501,KBM-7,1.0
1989,13342,KBM-7,1.0
441207,2153,KBM-7,1.0
6839,2708,KBM-7,1.0
5462501,4212,KBM-7,1.0
26879,4037,KBM-7,1.0
441300,441207,KBM-7,1.0
3002977,456410,KBM-7,1.0
5816,3696,KBM-7,1.0
5073,3657,KBM-7,1.0
3002977,40692,KBM-7,1.0
5426,3883,KBM-7,1.0
60606,446156,KBM-7,1.0
448812,13342,KBM-7,1.0
387447,446987,KBM-7,1.0
3652,446541,KBM-7,1.0
40692,5324346,KBM-7,1.0
165580,2082,KBM-7,1.0
3019,2578,KBM-7,1.0
36339,37392,KBM-7,1.0
104842,3899,KBM-7,1.0
10090750,5755,KBM-7,1.0
3117,65016,KBM-7,1.0
5816,439693,KBM-7,1.0
4032,3657,KBM-7,1.0
5311,3156,KBM-7,1.0
12314839,130313,KBM-7,1.0
121858,6918453,KBM-7,1.0
2123,456410,KBM-7,1.0
148124,5526,KBM-7,1.0
446156,11876263,KBM-7,1.0
3446,3117,KBM-7,1.0
219078,3899,KBM-7,1.0
3779,6918453,KBM-7,1.0
2769,40692,KBM-7,1.0
5070,123631,KBM-7,1.0
148124,74989,KBM-7,1.0
445643,3117,KBM-7,1.0
456410,51634,KBM-7,1.0
40692,2797,KBM-7,1.0
4212,4173,KBM-7,1.0
456410,123631,KBM-7,1.0
4091,2708,KBM-7,1.0
148124,219078,KBM-7,1.0
3657,5401,KBM-7,1.0
13342,3406,KBM-7,1.0
54675776,446541,KBM-7,1.0
40692,5284627,KBM-7,1.0
5755,5577,KBM-7,1.0
54671008,60838,KBM-7,1.0
4641,1047,KBM-7,1.0
4688,37542,KBM-7,1.0
5311,4649,KBM-7,1.0
4197,40692,KBM-7,1.0
3657,3009,KBM-7,1.0
439693,9444,KBM-7,1.0
3036780,134018,KBM-7,1.0
2082,4037,KBM-7,1.0
447043,2082,KBM-7,1.0
6442177,3117,KBM-7,1.0
9444,36339,KBM-7,1.0
60838,5324346,KBM-7,1.0
4212,4091,KBM-7,1.0
9444,2719,KBM-7,1.0
4197,446541,KBM-7,1.0
2733525,5816,KBM-7,1.0
2082,14052,KBM-7,1.0
148124,2130,KBM-7,1.0
3519,656583,KBM-7,1.0
6914273,9444,KBM-7,1.0
4688,37392,KBM-7,1.0
3117,6018,KBM-7,1.0
4674,60838,KBM-7,1.0
5816,394397,KBM-7,1.0
4201,54684141,KBM-7,1.0
448812,517546,KBM-7,1.0
3019,3696,KBM-7,1.0
31703,3397,KBM-7,1.0
2082,5310966,KBM-7,1.0
148124,3009,KBM-7,1.0
441207,10531,KBM-7,1.0
656583,517546,KBM-7,1.0
2733,2708,KBM-7,1.0
3696,2082,KBM-7,1.0
446156,3342,KBM-7,1.0
4121,517546,KBM-7,1.0
148124,2249,KBM-7,1.0
2733525,37392,KBM-7,1.0
4735,3108,KBM-7,1.0
4060,4641,KBM-7,1.0
16231,3657,KBM-7,1.0
6918453,92721,KBM-7,1.0
130313,3899,KBM-7,1.0
2576,4641,KBM-7,1.0
6337614,37392,KBM-7,1.0
31703,2170,KBM-7,1.0
126941,1047,KBM-7,1.0
5284513,119182,KBM-7,1.0
4477,5401,KBM-7,1.0
5329102,3117,KBM-7,1.0
4173,4641,KBM-7,1.0
5719,123631,KBM-7,1.0
2733,517546,KBM-7,1.0
60606,2082,KBM-7,1.0
6918453,441314,KBM-7,1.0
4212,9930913,KBM-7,1.0
4641,60648,KBM-7,1.0
5479,135413536,KBM-7,1.0
6321424,2567,KBM-7,1.0
3156,12314839,KBM-7,1.0
6100,5311,KBM-7,1.0
5323714,60838,KBM-7,1.0
6013,3117,KBM-7,1.0
4211,441300,KBM-7,1.0
441207,208902,KBM-7,1.0
60753,5311,KBM-7,1.0
157920,4211,KBM-7,1.0
148124,121858,KBM-7,1.0
8226,441207,KBM-7,1.0
41684,104865,KBM-7,1.0
5070,60838,KBM-7,1.0
6918453,5310966,KBM-7,1.0
64139,37392,KBM-7,1.0
5566,5755,KBM-7,1.0
24066,3899,KBM-7,1.0
2478,446541,KBM-7,1.0
446541,9690109,KBM-7,1.0
9444,13789,KBM-7,1.0
3038,40692,KBM-7,1.0
2153,4641,KBM-7,1.0
681,441207,KBM-7,1.0
25249,3019,KBM-7,1.0
5816,135398743,KBM-7,1.0
3406,4211,KBM-7,1.0
115355,33036,KBM-7,1.0
2708,6918296,KBM-7,1.0
31703,657298,KBM-7,1.0
3117,7550,KBM-7,1.0
3117,130313,KBM-7,1.0
4212,5734,KBM-7,1.0
3519,5291,KBM-7,1.0
4641,657298,KBM-7,1.0
2082,5717,KBM-7,1.0
60838,74989,KBM-7,1.0
2170,12314839,KBM-7,1.0
5533,3034034,KBM-7,1.0
158781,60838,KBM-7,1.0
2708,5070,KBM-7,1.0
38521,3019,KBM-7,1.0
3055,441207,KBM-7,1.0
4211,5493444,KBM-7,1.0
4030,40692,KBM-7,1.0
2082,11876263,KBM-7,1.0
54684141,4075,KBM-7,1.0
2733,394397,KBM-7,1.0
12314839,5849,KBM-7,1.0
119182,446987,KBM-7,1.0
5816,6100,KBM-7,1.0
6252,448812,KBM-7,1.0
119182,5358,KBM-7,1.0
119570,5816,KBM-7,1.0
3446,40692,KBM-7,1.0
387447,19861,KBM-7,1.0
4911,2082,KBM-7,1.0
1935,2708,KBM-7,1.0
71158,60838,KBM-7,1.0
5816,3009,KBM-7,1.0
446541,656583,KBM-7,1.0
54675769,456410,KBM-7,1.0
13342,129228,KBM-7,1.0
11243969,3019,KBM-7,1.0
2708,3036780,KBM-7,1.0
68617,119182,KBM-7,1.0
12314839,5281081,KBM-7,1.0
5585,441207,KBM-7,1.0
5546,2708,KBM-7,1.0
120181,456410,KBM-7,1.0
2187,123631,KBM-7,1.0
5311068,6918453,KBM-7,1.0
3397,3108,KBM-7,1.0
5572,9444,KBM-7,1.0
148124,6234,KBM-7,1.0
2708,2170,KBM-7,1.0
130313,4037,KBM-7,1.0
3117,92721,KBM-7,1.0
65028,2082,KBM-7,1.0
4649,4211,KBM-7,1.0
3696,387447,KBM-7,1.0
5755,4054,KBM-7,1.0
4911,446541,KBM-7,1.0
3055,3657,KBM-7,1.0
387447,2471,KBM-7,1.0
5833,60838,KBM-7,1.0
2708,2578,KBM-7,1.0
148124,13789,KBM-7,1.0
3117,4649,KBM-7,1.0
19861,446156,KBM-7,1.0
13109,134018,KBM-7,1.0
446156,14052,KBM-7,1.0
387447,24066,KBM-7,1.0
4212,2478,KBM-7,1.0
9444,22475,KBM-7,1.0
441207,3033637,KBM-7,1.0
130881,4211,KBM-7,1.0
6013,5311,KBM-7,1.0
2797,12314839,KBM-7,1.0
441207,3038,KBM-7,1.0
12314839,5394,KBM-7,1.0
439693,37392,KBM-7,1.0
387447,5284627,KBM-7,1.0
123631,37542,KBM-7,1.0
5479,2567,KBM-7,1.0
9570757,148124,KBM-7,1.0
448812,41684,KBM-7,1.0
135398743,123631,KBM-7,1.0
2719,446541,KBM-7,1.0
119182,4909,KBM-7,1.0
5453,4641,KBM-7,1.0
3034034,104842,KBM-7,1.0
31703,5311181,KBM-7,1.0
5568,3793,KBM-7,1.0
6252,441350,KBM-7,1.0
19861,441207,KBM-7,1.0
3899,394397,KBM-7,1.0
5284627,119182,KBM-7,1.0
5360696,5291,KBM-7,1.0
446541,134018,KBM-7,1.0
208902,5816,KBM-7,1.0
60838,51634,KBM-7,1.0
5991,5311,KBM-7,1.0
441207,5734,KBM-7,1.0
6337614,2769,KBM-7,1.0
54675769,12314839,KBM-7,1.0
60838,92721,KBM-7,1.0
3637,37542,KBM-7,1.0
5572,4212,KBM-7,1.0
5311,216239,KBM-7,1.0
208898,13342,KBM-7,1.0
5920,6252,KBM-7,1.0
4891,119182,KBM-7,1.0
5577,517546,KBM-7,1.0
441207,3415,KBM-7,1.0
441207,7550,KBM-7,1.0
13342,119570,KBM-7,1.0
441207,447043,KBM-7,1.0
4641,5329102,KBM-7,1.0
5291,2797,KBM-7,1.0
121396,41684,KBM-7,1.0
4499,3899,KBM-7,1.0
6337614,5430,KBM-7,1.0
6442177,5816,KBM-7,1.0
64139,387447,KBM-7,1.0
37542,5479,KBM-7,1.0
3331,446541,KBM-7,1.0
4121,9444,KBM-7,1.0
60838,68617,KBM-7,1.0
13342,4173,KBM-7,1.0
446541,6100,KBM-7,1.0
3657,156419,KBM-7,1.0
3052,517546,KBM-7,1.0
3019,2576,KBM-7,1.0
5833,5755,KBM-7,1.0
135413536,5546,KBM-7,1.0
13789,3117,KBM-7,1.0
5291,51634,KBM-7,1.0
3009,4212,KBM-7,1.0
13769,446156,KBM-7,1.0
62886,41684,KBM-7,1.0
5572,517546,KBM-7,1.0
4211,3899,KBM-7,1.0
456410,157920,KBM-7,1.0
37542,3415,KBM-7,1.0
5291,5748,KBM-7,1.0
3446,517546,KBM-7,1.0
3036780,446156,KBM-7,1.0
37542,74989,KBM-7,1.0
5585,126941,KBM-7,1.0
3767,2708,KBM-7,1.0
41684,3883,KBM-7,1.0
3397,5311,KBM-7,1.0
26879,41684,KBM-7,1.0
119182,2796,KBM-7,1.0
83898,2082,KBM-7,1.0
446156,5323714,KBM-7,1.0
6337614,2170,KBM-7,1.0
4688,3034034,KBM-7,1.0
5566,2082,KBM-7,1.0
446156,2170,KBM-7,1.0
3117,5479,KBM-7,1.0
6018,5755,KBM-7,1.0
2567,10090750,KBM-7,1.0
6918296,4211,KBM-7,1.0
517546,135401907,KBM-7,1.0
456410,7550,KBM-7,1.0
5568,135413536,KBM-7,1.0
5568,37392,KBM-7,1.0
120181,4641,KBM-7,1.0
3657,5310966,KBM-7,1.0
165580,517546,KBM-7,1.0
4054,4477,KBM-7,1.0
38521,148124,KBM-7,1.0
119182,4499,KBM-7,1.0
3108,60490,KBM-7,1.0
37542,92721,KBM-7,1.0
2708,41774,KBM-7,1.0
6321424,119182,KBM-7,1.0
5816,219078,KBM-7,1.0
2082,54675769,KBM-7,1.0
216237,456410,KBM-7,1.0
3657,2567,KBM-7,1.0
446156,4060,KBM-7,1.0
3034010,2567,KBM-7,1.0
3034010,5311,KBM-7,1.0
24066,123631,KBM-7,1.0
6178111,3899,KBM-7,1.0
4173,119182,KBM-7,1.0
3033637,119182,KBM-7,1.0
119182,447043,KBM-7,1.0
4212,2769,KBM-7,1.0
130881,394397,KBM-7,1.0
387447,74989,KBM-7,1.0
13109,119182,KBM-7,1.0
119182,2578,KBM-7,1.0
6252,5323714,KBM-7,1.0
446541,14052,KBM-7,1.0
4054,5816,KBM-7,1.0
5816,4477,KBM-7,1.0
517546,22475,KBM-7,1.0
60838,104865,KBM-7,1.0
5533,41684,KBM-7,1.0
54671008,3117,KBM-7,1.0
60838,4075,KBM-7,1.0
4212,5577,KBM-7,1.0
121858,40692,KBM-7,1.0
9444,6178111,KBM-7,1.0
37542,1986,KBM-7,1.0
4641,3342,KBM-7,1.0
2478,3019,KBM-7,1.0
3899,5578,KBM-7,1.0
446156,5284583,KBM-7,1.0
5311,2578,KBM-7,1.0
4211,130313,KBM-7,1.0
4477,517546,KBM-7,1.0
2733,3652,KBM-7,1.0
126941,2769,KBM-7,1.0
12314839,5284513,KBM-7,1.0
13342,6178111,KBM-7,1.0
5533,4641,KBM-7,1.0
5311,22475,KBM-7,1.0
37392,2477,KBM-7,1.0
40692,121396,KBM-7,1.0
9651,2082,KBM-7,1.0
3036780,60838,KBM-7,1.0
3108,4011,KBM-7,1.0
3117,4891,KBM-7,1.0
3446,12314839,KBM-7,1.0
119182,104865,KBM-7,1.0
9444,62886,KBM-7,1.0
68911,2082,KBM-7,1.0
5073,148124,KBM-7,1.0
4477,2284,KBM-7,1.0
6100,3019,KBM-7,1.0
12314839,62886,KBM-7,1.0
3019,41774,KBM-7,1.0
104842,3657,KBM-7,1.0
31703,6018,KBM-7,1.0
446541,2187,KBM-7,1.0
446987,5291,KBM-7,1.0
4826,31703,KBM-7,1.0
5816,2153,KBM-7,1.0
387447,5748,KBM-7,1.0
25249,446156,KBM-7,1.0
3019,1990,KBM-7,1.0
5284513,3117,KBM-7,1.0
3899,3156,KBM-7,1.0
6337614,5991,KBM-7,1.0
68617,387447,KBM-7,1.0
6918453,60490,KBM-7,1.0
41684,1986,KBM-7,1.0
5734,3117,KBM-7,1.0
5311,2165,KBM-7,1.0
31703,60490,KBM-7,1.0
441207,9570757,KBM-7,1.0
6918296,123631,KBM-7,1.0
4037,135413536,KBM-7,1.0
5717,517546,KBM-7,1.0
2796,446156,KBM-7,1.0
5311,1047,KBM-7,1.0
12314839,5577,KBM-7,1.0
3696,6252,KBM-7,1.0
5360515,60838,KBM-7,1.0
9690109,4477,KBM-7,1.0
2708,448812,KBM-7,1.0
10090750,6918453,KBM-7,1.0
33036,5291,KBM-7,1.0
9444,5462501,KBM-7,1.0
446541,1986,KBM-7,1.0
6252,4891,KBM-7,1.0
60795,60838,KBM-7,1.0
123631,4197,KBM-7,1.0
5493444,2708,KBM-7,1.0
3657,130881,KBM-7,1.0
130904,31703,KBM-7,1.0
130904,6918453,KBM-7,1.0
446156,445643,KBM-7,1.0
3637,13342,KBM-7,1.0
41774,60838,KBM-7,1.0
6918453,60648,KBM-7,1.0
119182,5401,KBM-7,1.0
40692,158781,KBM-7,1.0
150311,456410,KBM-7,1.0
387447,6839,KBM-7,1.0
119182,2170,KBM-7,1.0
3019427,4641,KBM-7,1.0
3038,37542,KBM-7,1.0
446541,135398740,KBM-7,1.0
60795,446541,KBM-7,1.0
119182,5326,KBM-7,1.0
216239,115355,KBM-7,1.0
119182,4032,KBM-7,1.0
4735,441207,KBM-7,1.0
3657,4197,KBM-7,1.0
4915,2082,KBM-7,1.0
5323714,3034034,KBM-7,1.0
7697,3779,KBM-7,1.0
2708,4499,KBM-7,1.0
208898,4037,KBM-7,1.0
3696,3899,KBM-7,1.0
5920,60838,KBM-7,1.0
37542,36339,KBM-7,1.0
4499,6918453,KBM-7,1.0
2082,1986,KBM-7,1.0
5526,123631,KBM-7,1.0
119182,1047,KBM-7,1.0
4201,37542,KBM-7,1.0
3779,4201,KBM-7,1.0
13342,4826,KBM-7,1.0
126941,6234,KBM-7,1.0
6234,517546,KBM-7,1.0
5833,446541,KBM-7,1.0
119182,25249,KBM-7,1.0
19861,12314839,KBM-7,1.0
2249,37392,KBM-7,1.0
3899,83898,KBM-7,1.0
3121,446156,KBM-7,1.0
10113978,9444,KBM-7,1.0
517546,5394,KBM-7,1.0
12314839,6018,KBM-7,1.0
12314839,41774,KBM-7,1.0
2708,2796,KBM-7,1.0
68617,4641,KBM-7,1.0
6435415,31703,KBM-7,1.0
22475,5291,KBM-7,1.0
656583,40692,KBM-7,1.0
19493,54684141,KBM-7,1.0
3019,446987,KBM-7,1.0
60606,4212,KBM-7,1.0
37392,26879,KBM-7,1.0
3117,5572,KBM-7,1.0
6252,681,KBM-7,1.0
3121,2567,KBM-7,1.0
60838,2769,KBM-7,1.0
3019427,3793,KBM-7,1.0
3117,2771,KBM-7,1.0
4211,446987,KBM-7,1.0
119182,4649,KBM-7,1.0
5291,3156,KBM-7,1.0
41774,5311,KBM-7,1.0
387447,3878,KBM-7,1.0
13342,5991,KBM-7,1.0
4011,6442177,KBM-7,1.0
13342,13520,KBM-7,1.0
77999,456410,KBM-7,1.0
5401,446541,KBM-7,1.0
65028,6252,KBM-7,1.0
7697,4212,KBM-7,1.0
448812,148124,KBM-7,1.0
2249,13342,KBM-7,1.0
3385,5755,KBM-7,1.0
5401,148124,KBM-7,1.0
6252,6914273,KBM-7,1.0
5920,4037,KBM-7,1.0
6151,4212,KBM-7,1.0
446156,5833,KBM-7,1.0
2471,5291,KBM-7,1.0
446156,6435415,KBM-7,1.0
4197,119182,KBM-7,1.0
4909,5311,KBM-7,1.0
31703,4173,KBM-7,1.0
6337614,150311,KBM-7,1.0
134018,60838,KBM-7,1.0
12314839,38853,KBM-7,1.0
157920,6918453,KBM-7,1.0
4212,5284627,KBM-7,1.0
4212,60795,KBM-7,1.0
9444,33036,KBM-7,1.0
446156,3229,KBM-7,1.0
83898,3657,KBM-7,1.0
5311,681,KBM-7,1.0
4641,6839,KBM-7,1.0
9930913,9444,KBM-7,1.0
157920,31703,KBM-7,1.0
3034034,60838,KBM-7,1.0
5566,6252,KBM-7,1.0
5291,121396,KBM-7,1.0
12314839,1990,KBM-7,1.0
119182,3446,KBM-7,1.0
104858,446156,KBM-7,1.0
5833,40692,KBM-7,1.0
5577,5311,KBM-7,1.0
456410,9651,KBM-7,1.0
387447,3385,KBM-7,1.0
4688,2082,KBM-7,1.0
4499,4212,KBM-7,1.0
4826,37542,KBM-7,1.0
2578,9444,KBM-7,1.0
446541,8226,KBM-7,1.0
2249,441207,KBM-7,1.0
4641,656583,KBM-7,1.0
3373,4641,KBM-7,1.0
6337614,60648,KBM-7,1.0
456410,2796,KBM-7,1.0
37392,3406,KBM-7,1.0
13342,3696,KBM-7,1.0
135413536,65016,KBM-7,1.0
3019,134018,KBM-7,1.0
4091,37542,KBM-7,1.0
446541,104865,KBM-7,1.0
456410,9930913,KBM-7,1.0
446541,6013,KBM-7,1.0
6337614,13342,KBM-7,1.0
5311,6437380,KBM-7,1.0
3883,387447,KBM-7,1.0
41684,156419,KBM-7,1.0
104858,5311,KBM-7,1.0
3519,6252,KBM-7,1.0
31703,6100,KBM-7,1.0
68911,4477,KBM-7,1.0
2708,3009,KBM-7,1.0
4032,13342,KBM-7,1.0
5453,456410,KBM-7,1.0
6252,135398743,KBM-7,1.0
2477,517546,KBM-7,1.0
165580,387447,KBM-7,1.0
5311,3009,KBM-7,1.0
24066,446156,KBM-7,1.0
4211,657298,KBM-7,1.0
2123,37542,KBM-7,1.0
387447,4032,KBM-7,1.0
40692,441300,KBM-7,1.0
130904,148124,KBM-7,1.0
5578,37542,KBM-7,1.0
5430,31703,KBM-7,1.0
441350,456410,KBM-7,1.0
5816,36339,KBM-7,1.0
119182,38521,KBM-7,1.0
40692,3108,KBM-7,1.0
1986,6252,KBM-7,1.0
3019,115355,KBM-7,1.0
13789,3019,KBM-7,1.0
2284,13342,KBM-7,1.0
3002977,37542,KBM-7,1.0
667490,3657,KBM-7,1.0
119182,4030,KBM-7,1.0
5816,2796,KBM-7,1.0
441350,2082,KBM-7,1.0
3883,446541,KBM-7,1.0
3899,2187,KBM-7,1.0
51634,37542,KBM-7,1.0
119570,119182,KBM-7,1.0
3696,12314839,KBM-7,1.0
456410,1935,KBM-7,1.0
4212,6914273,KBM-7,1.0
10113978,41684,KBM-7,1.0
4641,135401907,KBM-7,1.0
4091,37392,KBM-7,1.0
2082,5311309,KBM-7,1.0
446156,5568,KBM-7,1.0
5311,6918296,KBM-7,1.0
130904,4641,KBM-7,1.0
5401,60838,KBM-7,1.0
135398743,115355,KBM-7,1.0
68617,41684,KBM-7,1.0
387447,6883,KBM-7,1.0
4641,4197,KBM-7,1.0
441207,92721,KBM-7,1.0
126941,4075,KBM-7,1.0
104865,12314839,KBM-7,1.0
12314839,3019427,KBM-7,1.0
22475,37542,KBM-7,1.0
60795,135413536,KBM-7,1.0
5453,4211,KBM-7,1.0
5533,37542,KBM-7,1.0
3108,5816,KBM-7,1.0
5572,60838,KBM-7,1.0
6337614,208902,KBM-7,1.0
3117,3033637,KBM-7,1.0
2578,6252,KBM-7,1.0
41774,456410,KBM-7,1.0
681,37392,KBM-7,1.0
446156,60648,KBM-7,1.0
517546,439693,KBM-7,1.0
7550,387447,KBM-7,1.0
2284,3779,KBM-7,1.0
126941,5401,KBM-7,1.0
3878,446541,KBM-7,1.0
5577,31703,KBM-7,1.0
12314839,216239,KBM-7,1.0
3657,130313,KBM-7,1.0
1990,3779,KBM-7,1.0
37542,5326,KBM-7,1.0
3117,3156,KBM-7,1.0
4212,135413536,KBM-7,1.0
119182,104842,KBM-7,1.0
19493,37542,KBM-7,1.0
387447,130881,KBM-7,1.0
5426,123631,KBM-7,1.0
387447,5578,KBM-7,1.0
387447,2567,KBM-7,1.0
456410,4909,KBM-7,1.0
5291,7550,KBM-7,1.0
4201,123631,KBM-7,1.0
8226,119182,KBM-7,1.0
5311,3878,KBM-7,1.0
148124,16231,KBM-7,1.0
2576,5291,KBM-7,1.0
3899,6918296,KBM-7,1.0
148124,120181,KBM-7,1.0
5311,4688,KBM-7,1.0
119182,5585,KBM-7,1.0
5324346,441207,KBM-7,1.0
5070,441207,KBM-7,1.0
2796,3019,KBM-7,1.0
37542,5401,KBM-7,1.0
3034034,5493444,KBM-7,1.0
4641,5526,KBM-7,1.0
10113978,5734,KBM-7,1.0
681,31703,KBM-7,1.0
15459,123631,KBM-7,1.0
3793,6883,KBM-7,1.0
3899,3793,KBM-7,1.0
5311309,54684141,KBM-7,1.0
3229,4212,KBM-7,1.0
3108,148124,KBM-7,1.0
6918453,2719,KBM-7,1.0
6918453,60753,KBM-7,1.0
219078,40692,KBM-7,1.0
4477,12314839,KBM-7,1.0
60648,40692,KBM-7,1.0
135398743,40692,KBM-7,1.0
4197,5816,KBM-7,1.0
387447,3397,KBM-7,1.0
6013,3657,KBM-7,1.0
6013,40692,KBM-7,1.0
5323714,13342,KBM-7,1.0
5360515,387447,KBM-7,1.0
4201,3657,KBM-7,1.0
126941,5284583,KBM-7,1.0
130313,387447,KBM-7,1.0
8226,40692,KBM-7,1.0
92721,3657,KBM-7,1.0
5291,5493444,KBM-7,1.0
456410,2082,KBM-7,1.0
5920,4212,KBM-7,1.0
2708,2153,KBM-7,1.0
5291,219078,KBM-7,1.0
3637,37392,KBM-7,1.0
25249,148124,KBM-7,1.0
446541,2771,KBM-7,1.0
134018,4477,KBM-7,1.0
6337614,16231,KBM-7,1.0
2165,119182,KBM-7,1.0
6337614,60753,KBM-7,1.0
41684,5526,KBM-7,1.0
2165,12314839,KBM-7,1.0
448812,37392,KBM-7,1.0
6435415,4212,KBM-7,1.0
119182,5360696,KBM-7,1.0
12314839,6100,KBM-7,1.0
2769,446156,KBM-7,1.0
6918453,158781,KBM-7,1.0
11243969,5311,KBM-7,1.0
4212,441300,KBM-7,1.0
5291,4054,KBM-7,1.0
40692,135413536,KBM-7,1.0
5526,3899,KBM-7,1.0
6883,5311,KBM-7,1.0
